"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"qtd_tarefas_total";"dias_ultima_tarefa";"tarefas_90d";"media_dias_exec";"qtd_tarefas_abertas";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qt_tarefas_bug";"qt_tarefas_reducao";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"perc_tarefas_abertas";"churn"
"18213";"2012-09-11";"0,00";"323,76";"0";"1";"0";"1";"1805";"0";"1,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18214";"2011-10-01";"216,20";"0,00";"1";"0";"0";"52";"36";"1";"17,9615";"0";"12";"15";"8";"5";"0";"50";"0";"0";"2";"0";"3,8500";"0,0000";"0"
"18215";"2017-08-02";"0,00";"108,19";"0";"1";"0";"7";"1850";"0";"2,7143";"0";"4";"5";"2";"0";"0";"5";"0";"0";"2";"0";"28,5700";"0,0000";"1"
"18216";"2009-12-04";"0,00";"150,33";"0";"1";"0";"4";"2687";"0";"5,7500";"0";"4";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18221";"2013-02-07";"0,00";"82,40";"0";"1";"0";"10";"2087";"0";"16,5000";"0";"4";"6";"4";"0";"0";"10";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18222";"2015-03-06";"14256,60";"0,00";"1";"0";"0";"1325";"1";"58";"21,1398";"47";"45";"128";"25";"72";"1";"1096";"38";"94";"91";"6";"6,8700";"3,5500";"0"
"18223";"2010-12-01";"19201,53";"0,00";"1";"0";"0";"732";"5";"46";"14,4966";"4";"36";"97";"22";"7";"2";"659";"11";"16";"44";"2";"6,0100";"0,5500";"0"
"18238";"2013-08-01";"0,00";"364,14";"0";"1";"0";"2";"2655";"0";"55,5000";"0";"1";"2";"1";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18315";"2009-10-19";"0,00";"67,01";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18348";"2015-09-02";"0,00";"54,73";"0";"1";"0";"3";"674";"0";"23,0000";"0";"2";"3";"2";"0";"0";"2";"1";"0";"0";"0";"0,0000";"0,0000";"1"
"18351";"2016-07-15";"423,27";"0,00";"1";"0";"0";"119";"106";"0";"20,5630";"0";"17";"25";"16";"0";"0";"113";"1";"3";"2";"0";"1,6800";"0,0000";"0"
"18356";"2009-12-18";"0,00";"99,02";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18357";"2018-08-29";"0,00";"571,62";"0";"1";"0";"7";"2406";"0";"65,0000";"0";"6";"6";"4";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18363";"2010-07-01";"0,00";"64,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18375";"2009-12-01";"0,00";"152,02";"0";"1";"0";"2";"1750";"0";"3,5000";"0";"2";"2";"2";"0";"0";"1";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"18386";"2010-03-01";"415,51";"1522,87";"1";"1";"1";"558";"154";"0";"6,4301";"0";"24";"52";"18";"1";"0";"546";"0";"4";"8";"0";"1,4300";"0,0000";"0"
"18391";"2009-11-04";"0,00";"67,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18395";"2019-03-20";"0,00";"24,50";"0";"1";"0";"4";"2471";"0";"23,7500";"0";"3";"3";"3";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18400";"2010-03-03";"0,00";"131,43";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18409";"2011-04-19";"0,00";"58,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18410";"2018-05-05";"0,00";"285,43";"0";"1";"0";"26";"1700";"0";"57,3462";"0";"9";"13";"5";"0";"0";"26";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18417";"2011-04-01";"0,00";"102,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18419";"2010-02-12";"0,00";"60,41";"0";"1";"0";"5";"1626";"0";"4,8000";"0";"4";"4";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18421";"2009-11-12";"0,00";"139,97";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18423";"2017-07-15";"0,00";"385,37";"0";"1";"0";"2";"2392";"0";"307,5000";"0";"2";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18426";"2015-03-05";"1109,71";"0,00";"1";"0";"0";"92";"559";"0";"17,4348";"0";"13";"24";"12";"0";"0";"81";"1";"2";"8";"0";"8,7000";"0,0000";"0"
"18428";"2016-01-19";"0,00";"209,68";"0";"1";"0";"1";"2738";"0";"8,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18431";"2023-09-20";"509,11";"0,00";"1";"0";"0";"9";"37";"1";"10,6667";"0";"6";"9";"5";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"18433";"2009-11-26";"0,00";"335,14";"0";"1";"0";"8";"1143";"0";"101,0000";"0";"5";"5";"5";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18469";"2009-12-16";"0,00";"102,03";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18474";"2014-07-09";"0,00";"109,10";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18475";"2009-12-10";"0,00";"108,99";"0";"1";"0";"8";"2563";"0";"5,2500";"0";"2";"3";"4";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18477";"2011-02-22";"0,00";"144,82";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18478";"2010-01-29";"940,13";"0,00";"2";"0";"0";"112";"463";"0";"53,5505";"3";"27";"59";"21";"0";"0";"101";"1";"6";"4";"0";"3,5700";"2,6800";"0"
"18480";"2015-02-01";"0,00";"158,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18489";"2019-08-12";"0,00";"291,00";"0";"2";"0";"18";"1252";"0";"54,4444";"0";"10";"15";"7";"0";"0";"17";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"18491";"2011-01-25";"819,98";"431,57";"1";"1";"1";"126";"2";"2";"8,6320";"0";"21";"39";"15";"0";"0";"116";"5";"4";"1";"0";"0,7900";"0,0000";"0"
"18492";"2016-01-15";"0,00";"388,35";"0";"1";"0";"54";"229";"0";"10,6852";"0";"15";"24";"10";"0";"0";"51";"0";"2";"1";"0";"1,8500";"0,0000";"1"
"18502";"2009-12-18";"2384,46";"0,00";"2";"0";"0";"32";"16";"1";"30,2581";"1";"17";"23";"10";"0";"0";"31";"0";"1";"0";"0";"0,0000";"3,1300";"0"
"18512";"2010-01-28";"0,00";"193,63";"0";"1";"0";"1";"1673";"0";"0,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18513";"2024-11-25";"809,83";"0,00";"1";"0";"0";"14";"194";"0";"24,1429";"0";"4";"10";"6";"0";"0";"13";"1";"0";"0";"0";"0,0000";"0,0000";"0"
"18531";"2010-01-26";"364,56";"0,00";"1";"0";"0";"11";"840";"0";"0,9091";"0";"4";"8";"5";"0";"0";"10";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"18537";"2019-11-02";"0,00";"528,34";"0";"2";"0";"24";"373";"0";"7,7083";"0";"10";"19";"12";"0";"0";"22";"1";"1";"0";"0";"0,0000";"0,0000";"1"
"18541";"2010-09-01";"0,00";"391,81";"0";"1";"0";"35";"21";"1";"31,2286";"0";"13";"22";"11";"0";"0";"29";"0";"3";"3";"0";"8,5700";"0,0000";"1"
"18570";"2012-11-01";"169,87";"0,00";"1";"0";"0";"29";"169";"0";"4,7241";"0";"6";"10";"7";"0";"0";"29";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"18571";"2024-04-25";"2246,70";"0,00";"1";"0";"0";"81";"15";"3";"15,7215";"1";"22";"37";"10";"1";"1";"75";"3";"3";"0";"0";"0,0000";"1,2300";"0"
"18578";"2016-06-05";"0,00";"119,63";"0";"1";"0";"22";"925";"0";"60,9545";"0";"8";"11";"6";"0";"0";"22";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18581";"2020-07-14";"0,00";"242,75";"0";"2";"0";"6";"1555";"0";"75,3333";"0";"5";"6";"2";"0";"0";"4";"2";"0";"0";"0";"0,0000";"0,0000";"1"
"18609";"2010-05-03";"699,58";"390,00";"1";"2";"1";"62";"229";"0";"17,3226";"0";"18";"27";"16";"0";"0";"57";"0";"2";"3";"0";"4,8400";"0,0000";"0"
"18611";"2016-07-01";"159,68";"0,00";"1";"0";"0";"94";"202";"0";"6,8085";"0";"15";"27";"9";"1";"0";"88";"2";"1";"3";"0";"3,1900";"0,0000";"0"
"18628";"2017-10-18";"0,00";"211,22";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18639";"2010-03-01";"0,00";"102,73";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18645";"2019-05-16";"0,00";"149,93";"0";"1";"0";"26";"708";"0";"5,2692";"0";"7";"12";"6";"0";"0";"26";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18661";"2010-05-12";"0,00";"141,56";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18681";"2017-08-10";"0,00";"57,29";"0";"1";"0";"22";"1279";"0";"12,0455";"0";"5";"9";"6";"0";"0";"21";"0";"0";"1";"0";"4,5500";"0,0000";"1"
"18685";"2013-11-01";"2247,64";"0,00";"1";"0";"0";"56";"79";"1";"17,0893";"0";"13";"26";"12";"0";"0";"54";"0";"1";"1";"0";"1,7900";"0,0000";"0"
"18690";"2014-08-12";"251,14";"0,00";"1";"0";"0";"17";"478";"0";"1,1765";"0";"3";"7";"3";"0";"0";"15";"1";"0";"1";"0";"5,8800";"0,0000";"0"
"18712";"2013-03-18";"1006,42";"0,00";"1";"0";"0";"143";"23";"13";"25,2587";"0";"17";"37";"15";"2";"0";"126";"2";"5";"10";"0";"6,9900";"0,0000";"0"
"18716";"2013-09-17";"0,00";"279,04";"0";"1";"0";"9";"2100";"0";"4,7500";"1";"3";"5";"5";"0";"0";"9";"0";"0";"0";"0";"0,0000";"11,1100";"1"
"18717";"2022-12-16";"324,33";"0,00";"1";"0";"0";"37";"322";"0";"36,6216";"0";"9";"17";"5";"0";"0";"35";"0";"2";"0";"0";"0,0000";"0,0000";"0"
"18727";"2016-12-10";"456,05";"0,00";"1";"0";"0";"23";"1070";"0";"3,5652";"0";"8";"12";"5";"0";"0";"23";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"18736";"2010-07-01";"253,81";"0,00";"1";"0";"0";"89";"16";"3";"8,1348";"0";"17";"31";"11";"0";"0";"81";"1";"6";"1";"0";"1,1200";"0,0000";"0"
"18739";"2016-01-07";"0,00";"168,21";"0";"1";"0";"2";"2434";"0";"8,0000";"0";"2";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18743";"2013-08-23";"0,00";"330,20";"0";"2";"0";"114";"786";"0";"19,4386";"0";"16";"34";"16";"2";"0";"104";"1";"3";"6";"0";"5,2600";"0,0000";"1"
"18746";"2017-02-20";"379,77";"0,00";"1";"0";"0";"20";"128";"0";"22,7222";"0";"7";"14";"6";"0";"0";"20";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"18748";"2010-12-09";"0,00";"637,16";"0";"1";"0";"40";"600";"0";"12,8250";"0";"15";"24";"10";"0";"0";"40";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18751";"2010-06-21";"0,00";"118,46";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18758";"2010-05-01";"0,00";"122,29";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18762";"2018-01-22";"0,00";"212,14";"0";"1";"0";"8";"1871";"0";"14,0000";"0";"5";"7";"4";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18779";"2011-03-11";"0,00";"63,46";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18796";"2017-06-27";"1096,45";"0,00";"1";"0";"0";"64";"44";"2";"13,5556";"0";"17";"31";"12";"0";"0";"61";"0";"1";"2";"0";"3,1300";"0,0000";"0"
"18876";"2010-04-05";"0,00";"178,30";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18951";"2010-05-25";"670,92";"0,00";"1";"0";"0";"284";"15";"15";"10,7270";"0";"21";"56";"19";"6";"0";"274";"2";"0";"8";"0";"2,8200";"0,0000";"0"
"18962";"2013-03-01";"0,00";"110,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18963";"2010-04-16";"0,00";"88,21";"0";"1";"0";"5";"2683";"0";"8,8000";"0";"5";"5";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"18972";"2021-10-18";"470,91";"0,00";"1";"0";"0";"12";"251";"0";"26,4167";"0";"10";"10";"6";"0";"0";"12";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"18980";"2010-09-14";"282,12";"0,00";"1";"0";"0";"39";"252";"0";"9,8718";"0";"9";"17";"7";"0";"0";"37";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"18986";"2010-05-17";"0,00";"90,62";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19007";"2010-06-22";"0,00";"128,88";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19009";"2015-09-16";"167,43";"0,00";"1";"0";"0";"15";"268";"0";"44,0667";"0";"7";"10";"8";"0";"0";"15";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"19028";"2010-08-01";"238,24";"0,00";"1";"0";"0";"28";"436";"0";"12,2143";"0";"12";"17";"9";"0";"0";"24";"0";"3";"1";"0";"3,5700";"0,0000";"0"
"19096";"2010-06-16";"0,00";"128,80";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19099";"2010-06-18";"0,00";"189,59";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19109";"2019-08-23";"1199,83";"67,50";"1";"1";"1";"226";"34";"4";"10,4646";"0";"31";"56";"19";"1";"0";"200";"3";"8";"15";"0";"6,6400";"0,0000";"0"
"19134";"2010-10-08";"0,00";"225,18";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19141";"2010-10-01";"0,00";"450,00";"0";"1";"0";"1";"2015";"0";"10,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19173";"2010-06-16";"0,00";"100,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19206";"2012-09-01";"0,00";"272,47";"0";"1";"0";"17";"1274";"0";"43,5882";"0";"9";"12";"4";"0";"0";"16";"0";"0";"1";"0";"5,8800";"0,0000";"1"
"19209";"2012-04-01";"0,00";"485,33";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19215";"2020-06-18";"518,66";"0,00";"1";"0";"0";"92";"44";"3";"7,3407";"0";"14";"27";"11";"0";"0";"92";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"19220";"2018-07-18";"366,77";"0,00";"1";"0";"0";"36";"105";"0";"5,7500";"0";"12";"19";"10";"0";"0";"36";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"19243";"2010-07-01";"0,00";"50,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19251";"2011-02-01";"0,00";"103,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19252";"2010-07-01";"0,00";"100,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19253";"2010-11-01";"0,00";"245,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19333";"2010-08-01";"0,00";"379,22";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19335";"2010-07-08";"0,00";"251,42";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19345";"2018-08-20";"571,36";"0,00";"1";"0";"0";"69";"12";"1";"7,4348";"0";"17";"29";"11";"0";"0";"58";"0";"2";"9";"0";"13,0400";"0,0000";"0"
"19355";"2010-07-16";"0,00";"420,17";"0";"1";"0";"10";"931";"0";"9,5000";"0";"6";"9";"5";"0";"0";"7";"0";"1";"2";"0";"20,0000";"0,0000";"1"
"19363";"2011-07-14";"225,32";"0,00";"1";"0";"0";"46";"50";"2";"18,7778";"0";"13";"22";"10";"0";"0";"45";"0";"0";"1";"0";"2,1700";"0,0000";"0"
"19365";"2010-08-03";"0,00";"252,67";"0";"1";"0";"8";"1993";"0";"12,5000";"0";"3";"5";"3";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19368";"2011-07-18";"0,00";"112,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19376";"2013-06-07";"0,00";"158,02";"0";"1";"0";"6";"2358";"0";"16,5000";"0";"3";"5";"3";"0";"0";"6";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19380";"2013-02-22";"0,00";"229,50";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19401";"2018-02-23";"0,00";"50,84";"0";"1";"0";"4";"1356";"0";"23,7500";"0";"3";"3";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19429";"2012-03-05";"2505,29";"0,00";"1";"0";"0";"282";"1";"2";"14,1601";"0";"35";"74";"21";"9";"0";"255";"3";"10";"14";"0";"4,9600";"0,0000";"0"
"19431";"2011-05-01";"497,36";"0,00";"1";"0";"0";"4";"6";"3";"5,0000";"1";"2";"3";"3";"0";"0";"4";"0";"0";"0";"0";"0,0000";"25,0000";"0"
"19435";"2015-11-23";"1735,10";"0,00";"1";"0";"0";"195";"89";"2";"8,2021";"1";"27";"49";"18";"3";"2";"183";"4";"6";"2";"0";"1,0300";"0,5100";"0"
"19456";"2010-09-10";"0,00";"279,20";"0";"1";"0";"9";"2127";"0";"16,0000";"0";"4";"5";"7";"0";"0";"7";"0";"1";"1";"0";"11,1100";"0,0000";"1"
"19458";"2010-08-20";"0,00";"96,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19459";"2011-06-13";"652,70";"0,00";"1";"0";"0";"168";"55";"2";"16,3393";"0";"19";"40";"15";"1";"0";"157";"0";"5";"5";"1";"2,9800";"0,0000";"0"
"19461";"2011-03-18";"0,00";"78,60";"0";"1";"0";"1";"1841";"0";"1,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19463";"2018-08-24";"90,60";"0,00";"1";"0";"0";"197";"259";"0";"10,7959";"0";"20";"44";"17";"0";"2";"184";"0";"7";"6";"0";"3,0500";"0,0000";"0"
"19471";"2016-06-01";"150,80";"0,00";"1";"0";"0";"3";"763";"0";"68,6667";"0";"3";"3";"2";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"19475";"2012-12-13";"0,00";"504,37";"0";"1";"0";"181";"1276";"0";"30,5028";"0";"27";"50";"20";"0";"0";"164";"0";"3";"14";"0";"7,7300";"0,0000";"1"
"19492";"2019-02-27";"802,28";"400,00";"1";"2";"1";"80";"338";"0";"14,6875";"0";"14";"24";"11";"0";"1";"77";"1";"2";"0";"0";"0,0000";"0,0000";"0"
"19514";"2012-11-19";"0,00";"140,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19546";"2013-08-12";"176,85";"0,00";"1";"0";"0";"79";"5";"3";"32,9744";"0";"12";"24";"8";"3";"0";"73";"0";"0";"6";"0";"7,5900";"0,0000";"0"
"19555";"2010-09-17";"0,00";"96,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19560";"2017-09-25";"0,00";"245,00";"0";"1";"0";"1";"3159";"0";"520,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19573";"2010-09-01";"0,00";"77,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19608";"2010-09-01";"0,00";"77,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19610";"2010-10-13";"0,00";"453,32";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19611";"2024-02-22";"7550,11";"868,89";"1";"1";"1";"84";"110";"0";"22,2500";"0";"24";"43";"14";"1";"3";"73";"2";"4";"5";"0";"5,9500";"0,0000";"0"
"19617";"2012-11-23";"286,01";"77,62";"1";"1";"1";"259";"75";"1";"21,3707";"0";"25";"47";"22";"0";"0";"248";"3";"4";"4";"0";"1,5400";"0,0000";"0"
"19628";"2010-09-14";"0,00";"77,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19630";"2016-02-23";"0,00";"107,22";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19634";"2020-10-16";"462,52";"0,00";"1";"0";"0";"70";"314";"0";"8,2571";"0";"13";"19";"10";"0";"0";"69";"0";"0";"1";"0";"1,4300";"0,0000";"0"
"19642";"2015-08-01";"0,00";"1482,10";"0";"1";"0";"4";"2637";"0";"14,0000";"0";"4";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19670";"2012-08-14";"0,00";"282,20";"0";"1";"0";"12";"226";"0";"21,8333";"0";"4";"9";"2";"0";"0";"11";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"19672";"2018-01-10";"0,00";"157,96";"0";"1";"0";"6";"2267";"0";"44,4000";"1";"6";"6";"4";"0";"0";"6";"0";"0";"0";"0";"0,0000";"16,6700";"1"
"19685";"2016-05-05";"0,00";"54,84";"0";"1";"0";"1";"1204";"0";"5,0000";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"19686";"2010-10-06";"0,00";"65,91";"0";"1";"0";"21";"1569";"0";"38,1905";"0";"10";"15";"7";"1";"0";"19";"0";"0";"2";"0";"9,5200";"0,0000";"1"
"19694";"2016-11-24";"1656,34";"0,00";"1";"0";"0";"48";"14";"5";"7,0417";"0";"11";"24";"12";"0";"0";"47";"0";"0";"1";"0";"2,0800";"0,0000";"0"
"19698";"2010-10-01";"0,00";"318,72";"0";"1";"0";"23";"1675";"0";"6,6522";"0";"6";"10";"4";"0";"0";"23";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19728";"2010-10-01";"533,90";"0,00";"1";"0";"0";"118";"9";"7";"7,4786";"1";"20";"39";"14";"3";"0";"112";"2";"2";"2";"0";"1,6900";"0,8500";"0"
"19739";"2011-09-01";"0,00";"241,18";"0";"1";"0";"2";"1714";"0";"3,5000";"0";"2";"2";"1";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19751";"2017-09-22";"0,00";"51,20";"0";"1";"0";"1";"2241";"0";"7,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"19800";"2020-11-09";"130,52";"0,00";"1";"0";"0";"98";"57";"8";"3,3196";"0";"10";"17";"7";"0";"0";"96";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"19808";"2018-10-23";"0,00";"640,78";"0";"1";"0";"18";"1562";"0";"70,1111";"0";"6";"8";"7";"0";"0";"15";"0";"0";"3";"0";"16,6700";"0,0000";"1"
"19818";"2011-01-01";"791,39";"0,00";"1";"0";"0";"403";"2";"30";"14,5721";"0";"26";"51";"17";"12";"0";"376";"3";"4";"20";"0";"4,9600";"0,0000";"0"
"19828";"2015-04-05";"0,00";"821,64";"0";"1";"0";"66";"1975";"0";"8,8462";"1";"12";"21";"10";"0";"0";"66";"0";"0";"0";"0";"0,0000";"1,5200";"1"
"19868";"2013-01-10";"0,00";"135,39";"0";"1";"0";"4";"1426";"0";"9,0000";"0";"4";"4";"3";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
