"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"tarefas_90d";"qtd_tarefas_total";"media_dias_exec";"qt_tarefas_sd";"media_dias_exec_tarefa_sd";"qt_tarefas_hd";"media_dias_exec_tarefa_hd";"qt_tarefas_reclamacao";"media_dias_exec_reclamacao";"qt_tarefas_reducao";"media_dias_exec_reducao";"qt_tarefas_bug";"media_dias_exec_bug";"dias_ultima_tarefa";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"churn"
"1625";"2014-02-12";"0,00";"40,00";"0";"1";"0";"0";"80";"24,8625";"2";"17,0000";"48";"14,9792";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"12";"12";"10";"76";"0";"1";"3";"0";"3,7500";"1"
"1629";"2010-07-01";"0,00";"119,29";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"377";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"1635";"2012-02-16";"0,00";"1075,12";"0";"1";"0";"0";"7";"26,4286";"0";"0,0000";"2";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"1";"4";"7";"0";"0";"0";"0";"0,0000";"1"
"1641";"2017-06-08";"0,00";"52,84";"0";"1";"0";"0";"16";"10,0625";"4";"7,5000";"8";"9,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"218";"4";"4";"5";"16";"0";"0";"0";"0";"0,0000";"1"
"1656";"2012-10-15";"91,29";"0,00";"1";"0";"0";"0";"23";"6,3043";"4";"1,0000";"13";"9,6154";"0";"0,0000";"0";"0,0000";"0";"0,0000";"770";"7";"8";"7";"23";"0";"0";"0";"0";"0,0000";"0"
"1684";"2017-04-25";"0,00";"104,71";"0";"1";"0";"0";"15";"2,6000";"3";"2,0000";"6";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"749";"7";"1";"7";"15";"0";"0";"0";"0";"0,0000";"1"
"1688";"2017-02-05";"1219,17";"0,00";"1";"0";"0";"2";"120";"18,6975";"10";"10,7000";"78";"5,9610";"0";"0,0000";"0";"0,0000";"1";"438,0000";"56";"17";"34";"14";"119";"0";"1";"0";"0";"0,0000";"0"
"1717";"2015-08-10";"825,18";"0,00";"1";"0";"0";"0";"146";"9,3082";"7";"14,1429";"79";"4,8481";"0";"0,0000";"0";"0,0000";"0";"0,0000";"113";"20";"30";"16";"142";"1";"1";"2";"0";"1,3700";"0"
"1720";"2022-12-28";"1192,00";"0,00";"1";"0";"0";"3";"44";"6,6136";"4";"1,7500";"27";"3,2593";"1";"0,0000";"0";"0,0000";"0";"0,0000";"59";"11";"18";"8";"37";"2";"1";"4";"0";"9,0900";"0"
"1736";"2013-11-01";"0,00";"585,00";"0";"1";"0";"0";"101";"19,0198";"6";"11,5000";"46";"13,3696";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"13";"18";"17";"101";"0";"0";"0";"0";"0,0000";"1"
"1740";"2017-06-06";"0,00";"105,68";"0";"1";"0";"0";"9";"12,4444";"0";"0,0000";"1";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"674";"7";"1";"5";"9";"0";"0";"0";"0";"0,0000";"1"
"1777";"2018-02-05";"1031,79";"0,00";"1";"0";"0";"1";"18";"25,1111";"1";"3,0000";"10";"8,1000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"21";"10";"11";"9";"16";"0";"2";"0";"0";"0,0000";"0"
"1779";"2021-07-02";"731,93";"0,00";"1";"0";"0";"0";"17";"27,3750";"0";"0,0000";"6";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"409";"8";"13";"7";"16";"0";"0";"1";"0";"5,8800";"0"
"1780";"2018-04-30";"0,00";"120,10";"0";"2";"0";"0";"31";"9,7742";"3";"2,6667";"15";"9,1333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"515";"11";"10";"10";"30";"0";"1";"0";"0";"0,0000";"1"
"1786";"2017-09-22";"0,00";"149,97";"0";"1";"0";"1";"55";"15,5455";"6";"3,6667";"31";"7,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"18";"15";"21";"12";"55";"0";"0";"0";"0";"0,0000";"1"
"1802";"2009-06-25";"0,00";"49,00";"0";"1";"0";"0";"141";"28,3404";"17";"5,2941";"71";"30,7042";"0";"0,0000";"0";"0,0000";"1";"1027,0000";"0";"15";"32";"15";"132";"1";"2";"6";"0";"4,2600";"1"
"1812";"2011-08-10";"330,15";"0,00";"1";"0";"0";"4";"131";"8,0611";"8";"11,0000";"93";"6,4086";"1";"14,0000";"0";"0,0000";"2";"14,5000";"1";"17";"33";"16";"124";"0";"2";"5";"0";"3,8200";"0"
"1816";"2017-05-25";"0,00";"1800,00";"0";"1";"0";"0";"2";"183,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"97";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"1828";"2007-04-01";"464,20";"0,00";"1";"0";"0";"1";"39";"7,3846";"0";"0,0000";"29";"5,4828";"0";"0,0000";"0";"0,0000";"0";"0,0000";"73";"11";"14";"7";"39";"0";"0";"0";"0";"0,0000";"0"
"1928";"2019-04-24";"2737,79";"0,00";"1";"0";"0";"15";"350";"8,8596";"20";"11,0000";"232";"4,5474";"0";"0,0000";"0";"0,0000";"7";"5,4286";"34";"28";"60";"20";"335";"2";"4";"9";"0";"2,5700";"0"
"1945";"2025-02-28";"1363,57";"0,00";"1";"0";"0";"3";"16";"12,8125";"1";"4,0000";"12";"4,3333";"0";"0,0000";"0";"0,0000";"1";"0,0000";"24";"9";"9";"5";"15";"0";"0";"1";"0";"6,2500";"0"
"1995";"2009-07-09";"0,00";"67,10";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2012";"2024-04-03";"450,43";"0,00";"1";"0";"0";"0";"13";"83,3846";"1";"0,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"590";"8";"12";"8";"13";"0";"0";"0";"0";"0,0000";"0"
"2024";"2018-02-20";"0,00";"212,10";"0";"1";"0";"0";"13";"12,8462";"0";"0,0000";"6";"8,8333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"795";"8";"2";"5";"13";"0";"0";"0";"0";"0,0000";"1"
"2038";"2010-11-23";"0,00";"547,49";"0";"1";"0";"0";"10";"25,9000";"6";"28,5000";"1";"28,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"305";"5";"2";"4";"10";"0";"0";"0";"0";"0,0000";"1"
"2040";"2016-07-15";"966,62";"0,00";"1";"0";"0";"6";"230";"13,0961";"20";"10,6000";"157";"7,7244";"0";"0,0000";"0";"0,0000";"1";"1,0000";"6";"17";"42";"21";"223";"0";"4";"3";"0";"1,3000";"0"
"2042";"2010-07-17";"555,99";"0,00";"1";"0";"0";"0";"35";"12,3143";"4";"9,2500";"15";"4,8667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"127";"11";"16";"13";"35";"0";"0";"0";"0";"0,0000";"0"
"2103";"2007-06-01";"0,00";"680,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"732";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2122";"2012-05-29";"0,00";"83,04";"0";"1";"0";"0";"84";"24,2500";"10";"9,2000";"24";"13,8750";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"15";"20";"19";"81";"3";"0";"0";"0";"0,0000";"1"
"2126";"2012-07-17";"0,00";"104,60";"0";"1";"0";"0";"40";"4,2750";"3";"9,3333";"26";"3,7308";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"12";"12";"9";"39";"0";"1";"0";"0";"0,0000";"1"
"2163";"2009-09-02";"0,00";"136,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"364";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2167";"2011-09-01";"1973,04";"0,00";"1";"0";"0";"3";"139";"9,6043";"6";"10,1667";"73";"4,4384";"0";"0,0000";"1";"5,0000";"1";"0,0000";"31";"29";"45";"15";"129";"2";"5";"3";"0";"2,1600";"0"
"2203";"2016-05-31";"371,26";"0,00";"1";"0";"0";"2";"55";"13,6909";"12";"10,0000";"27";"12,5185";"0";"0,0000";"0";"0,0000";"0";"0,0000";"42";"10";"12";"12";"54";"1";"0";"0";"0";"0,0000";"0"
"2385";"2009-01-30";"0,00";"100,00";"0";"1";"0";"0";"6";"3,3333";"1";"0,0000";"4";"4,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"2";"3";"6";"0";"0";"0";"0";"0,0000";"1"
"2389";"2008-01-28";"4510,18";"0,00";"1";"0";"0";"26";"303";"15,8624";"38";"6,5946";"157";"2,2273";"1";"10,0000";"0";"0,0000";"8";"60,2500";"0";"28";"66";"16";"281";"6";"10";"6";"0";"1,9800";"0"
"2397";"2012-09-04";"0,00";"448,00";"0";"1";"0";"0";"1";"1,0000";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"2526";"2018-03-25";"0,00";"242,84";"0";"1";"0";"0";"18";"18,9444";"3";"26,0000";"5";"17,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"31";"6";"6";"6";"18";"0";"0";"0";"0";"0,0000";"1"
"2588";"2012-07-10";"0,00";"188,18";"0";"1";"0";"0";"8";"0,8750";"0";"0,0000";"3";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"2";"5";"8";"0";"0";"0";"0";"0,0000";"1"
"2637";"2016-07-15";"1357,98";"0,00";"1";"0";"0";"3";"94";"12,3404";"6";"5,8333";"28";"6,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"21";"16";"24";"18";"94";"0";"0";"0";"0";"0,0000";"0"
"2796";"2009-04-06";"1142,46";"0,00";"1";"0";"0";"3";"71";"23,7465";"2";"14,0000";"42";"7,8333";"0";"0,0000";"0";"0,0000";"2";"8,5000";"41";"20";"30";"17";"69";"1";"0";"1";"0";"1,4100";"0"
"2872";"2010-08-01";"367,38";"0,00";"1";"0";"0";"3";"70";"5,2029";"1";"0,0000";"55";"2,0185";"0";"0,0000";"0";"0,0000";"0";"0,0000";"21";"13";"20";"10";"59";"0";"1";"7";"3";"10,0000";"0"
"2886";"2012-08-08";"0,00";"1146,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1262";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2901";"2019-04-02";"374,83";"0,00";"1";"0";"0";"12";"197";"4,1066";"16";"5,9375";"133";"2,9248";"0";"0,0000";"0";"0,0000";"1";"2,0000";"34";"15";"34";"14";"191";"0";"1";"5";"0";"2,5400";"0"
"2903";"2016-07-25";"76,67";"0,00";"1";"0";"0";"0";"11";"5,7273";"2";"8,0000";"5";"7,6000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1154";"8";"10";"6";"9";"0";"0";"2";"0";"18,1800";"0"
"2933";"2007-02-15";"0,00";"118,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"557";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2989";"2011-08-01";"313,17";"0,00";"1";"0";"0";"0";"8";"4,8750";"0";"0,0000";"4";"1,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2124";"6";"5";"4";"8";"0";"0";"0";"0";"0,0000";"0"
"2997";"2013-10-22";"0,00";"117,16";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"392";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"2998";"2016-12-10";"1049,15";"0,00";"1";"0";"0";"4";"264";"18,2319";"23";"6,9565";"168";"6,6071";"3";"13,0000";"1";"2,0000";"1";"28,0000";"6";"32";"58";"19";"255";"2";"3";"4";"0";"1,5200";"0"
"3081";"2010-08-01";"503,54";"0,00";"2";"0";"0";"0";"153";"5,7190";"8";"2,3750";"122";"2,9918";"0";"0,0000";"0";"0,0000";"0";"0,0000";"230";"13";"23";"12";"145";"0";"1";"7";"0";"4,5800";"0"
"3091";"2016-04-05";"0,00";"311,81";"0";"1";"0";"0";"113";"21,1504";"14";"17,0714";"47";"13,0638";"0";"0,0000";"0";"0,0000";"0";"0,0000";"78";"18";"17";"16";"113";"0";"0";"0";"0";"0,0000";"1"
"3156";"2015-06-15";"12169,43";"2100,00";"2";"1";"1";"28";"1609";"15,4663";"137";"6,6397";"805";"5,0401";"4";"13,2500";"1";"12,0000";"36";"26,3030";"0";"48";"179";"30";"1458";"20";"61";"67";"3";"4,1600";"0"
"3158";"2010-01-25";"672,48";"0,00";"1";"0";"0";"0";"155";"17,7742";"17";"6,2941";"69";"11,1739";"2";"18,0000";"0";"0,0000";"0";"0,0000";"330";"17";"28";"19";"145";"0";"5";"4";"1";"2,5800";"0"
"3192";"2010-07-23";"890,11";"0,00";"1";"0";"0";"0";"55";"12,4182";"6";"6,0000";"28";"5,5357";"0";"0,0000";"1";"35,0000";"0";"0,0000";"107";"14";"23";"13";"53";"1";"1";"0";"0";"0,0000";"0"
"3205";"2024-07-24";"2413,93";"0,00";"1";"0";"0";"1";"50";"6,2600";"2";"12,5000";"20";"1,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"80";"14";"27";"9";"47";"0";"0";"3";"0";"6,0000";"0"
"3207";"2014-09-18";"11754,60";"0,00";"1";"0";"0";"37";"1111";"14,9250";"109";"10,7593";"686";"4,7914";"1";"12,0000";"1";"4,0000";"10";"20,8750";"0";"42";"103";"24";"985";"13";"44";"68";"1";"6,1200";"0"
"3214";"2020-11-27";"233,39";"0,00";"1";"0";"0";"0";"16";"31,0625";"1";"3,0000";"8";"3,3750";"0";"0,0000";"0";"0,0000";"0";"0,0000";"275";"5";"10";"6";"16";"0";"0";"0";"0";"0,0000";"0"
"3238";"2015-07-20";"1010,55";"0,00";"1";"0";"0";"4";"247";"16,1255";"24";"12,2500";"141";"12,7447";"0";"0,0000";"0";"0,0000";"3";"13,0000";"63";"26";"37";"20";"232";"0";"11";"4";"0";"1,6200";"0"
"3240";"2009-06-01";"0,00";"130,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"344";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"3409";"2009-03-01";"51940,04";"0,00";"1";"0";"0";"49";"756";"52,0027";"59";"17,5085";"200";"14,3200";"1";"177,0000";"3";"3,0000";"104";"141,2347";"1";"44";"111";"25";"691";"13";"32";"20";"0";"2,6500";"0"
"3688";"2024-06-18";"1200,79";"0,00";"1";"0";"0";"0";"26";"8,7692";"3";"2,6667";"8";"2,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"203";"10";"15";"13";"26";"0";"0";"0";"0";"0,0000";"0"
"3772";"2014-09-01";"0,00";"61,63";"0";"1";"0";"0";"3";"7,3333";"0";"0,0000";"1";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"2";"2";"3";"0";"0";"0";"0";"0,0000";"1"
"3980";"2009-04-01";"0,00";"546,75";"0";"1";"0";"0";"2";"25,5000";"0";"0,0000";"1";"3,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"3991";"2006-07-06";"3376,67";"0,00";"1";"0";"0";"6";"441";"8,5148";"38";"4,6579";"243";"3,4938";"0";"0,0000";"1";"5,0000";"3";"32,0000";"43";"30";"65";"20";"422";"4";"11";"4";"0";"0,9100";"0"
"4023";"2010-12-16";"1789,39";"0,00";"1";"0";"0";"0";"89";"17,6818";"6";"25,6667";"50";"10,1633";"0";"0,0000";"0";"0,0000";"0";"0,0000";"416";"16";"22";"17";"87";"1";"0";"1";"0";"1,1200";"0"
"4071";"2014-07-04";"298,64";"0,00";"1";"0";"0";"0";"67";"10,5373";"2";"5,5000";"47";"7,3617";"0";"0,0000";"1";"4,0000";"0";"0,0000";"209";"18";"24";"12";"61";"1";"4";"1";"0";"1,4900";"0"
"4082";"2011-03-17";"829,01";"1320,00";"1";"2";"1";"5";"226";"13,6133";"15";"8,4667";"122";"6,8361";"1";"30,0000";"1";"4,0000";"2";"53,5000";"44";"31";"53";"21";"211";"1";"6";"8";"0";"3,5400";"0"
"4087";"2018-09-21";"12805,59";"0,00";"1";"0";"0";"17";"722";"17,2943";"35";"11,7647";"341";"4,3717";"1";"8,0000";"3";"2,0000";"23";"29,4286";"8";"43";"119";"23";"678";"8";"17";"18";"1";"2,4900";"0"
"4095";"2020-02-05";"237,95";"0,00";"1";"0";"0";"0";"31";"13,7097";"1";"12,0000";"16";"1,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"455";"7";"14";"10";"29";"0";"0";"2";"0";"6,4500";"0"
"4283";"2012-09-14";"15130,33";"900,00";"1";"1";"1";"160";"1285";"21,1271";"134";"35,9766";"582";"12,8756";"1";"66,0000";"6";"7,1667";"53";"38,5111";"1";"49";"128";"26";"1184";"11";"38";"50";"2";"3,8900";"0"
"4468";"2025-02-19";"6707,54";"0,00";"1";"0";"0";"0";"48";"60,3750";"2";"14,5000";"25";"3,4800";"0";"0,0000";"0";"0,0000";"0";"0,0000";"99";"12";"24";"12";"46";"1";"1";"0";"0";"0,0000";"0"
"4490";"2010-03-12";"771,84";"0,00";"1";"0";"0";"0";"49";"18,1633";"1";"16,0000";"35";"2,0286";"0";"0,0000";"0";"0,0000";"0";"0,0000";"785";"17";"16";"11";"47";"0";"1";"1";"0";"2,0400";"0"
"4505";"2008-01-15";"0,00";"279,12";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2597";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"4511";"2009-05-14";"2197,83";"0,00";"2";"0";"0";"26";"858";"19,3007";"56";"20,2500";"405";"7,9152";"2";"123,0000";"0";"0,0000";"29";"38,7391";"3";"44";"110";"24";"808";"7";"21";"19";"3";"2,2100";"0"
"4531";"2023-07-25";"2112,47";"0,00";"1";"0";"0";"1";"40";"15,2821";"3";"0,3333";"17";"1,1875";"1";"10,0000";"0";"0,0000";"1";"1,0000";"66";"8";"23";"12";"37";"1";"1";"1";"0";"2,5000";"0"
"4559";"2017-12-15";"199,10";"50,00";"1";"1";"1";"0";"54";"32,8704";"5";"116,4000";"30";"6,7000";"0";"0,0000";"1";"1,0000";"1";"35,0000";"556";"16";"27";"14";"51";"0";"1";"2";"0";"3,7000";"0"
"4562";"2017-12-08";"0,00";"54,59";"0";"1";"0";"0";"12";"21,1667";"2";"10,5000";"4";"4,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"387";"6";"3";"6";"12";"0";"0";"0";"0";"0,0000";"1"
"4563";"2018-03-25";"1494,31";"0,00";"1";"0";"0";"5";"172";"18,1053";"10";"13,8000";"82";"5,8902";"2";"17,5000";"2";"11,0000";"2";"1,5000";"24";"33";"60";"20";"160";"1";"3";"8";"0";"4,6500";"0"
"4565";"2017-04-10";"1770,72";"0,00";"1";"0";"0";"0";"104";"9,3558";"21";"4,7619";"55";"5,5455";"0";"0,0000";"0";"0,0000";"1";"1,0000";"324";"16";"26";"15";"100";"1";"2";"1";"0";"0,9600";"0"
"4586";"2015-09-14";"0,00";"182,09";"0";"1";"0";"0";"31";"7,4194";"4";"11,2500";"20";"6,7000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"369";"10";"11";"6";"31";"0";"0";"0";"0";"0,0000";"1"
"4599";"2010-07-01";"0,00";"177,09";"0";"1";"0";"0";"44";"45,9318";"5";"4,6000";"26";"73,1538";"0";"0,0000";"0";"0,0000";"0";"0,0000";"108";"10";"12";"9";"43";"0";"1";"0";"0";"0,0000";"1"
"4614";"2021-06-29";"619,31";"0,00";"1";"0";"0";"0";"91";"15,4615";"7";"0,5714";"64";"16,2813";"0";"0,0000";"0";"0,0000";"0";"0,0000";"98";"13";"24";"13";"85";"2";"2";"2";"0";"2,2000";"0"
"4616";"2015-10-23";"79,48";"0,00";"1";"0";"0";"0";"8";"7,2500";"0";"0,0000";"5";"3,2000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1312";"5";"5";"4";"6";"0";"1";"1";"0";"12,5000";"0"
"4737";"2005-07-10";"0,00";"174,70";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2902";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"4931";"2015-06-10";"93,05";"0,00";"1";"0";"0";"0";"90";"8,5889";"6";"7,6667";"71";"2,7042";"0";"0,0000";"0";"0,0000";"0";"0,0000";"581";"12";"13";"13";"85";"0";"1";"4";"0";"4,4400";"0"
"4959";"2019-07-31";"206,18";"0,00";"1";"0";"0";"0";"25";"9,9200";"1";"32,0000";"10";"15,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"989";"10";"13";"8";"22";"0";"3";"0";"0";"0,0000";"0"
"5288";"2022-04-22";"533,95";"0,00";"1";"0";"0";"0";"30";"21,9655";"4";"4,6667";"12";"2,2500";"0";"0,0000";"1";"4,0000";"0";"0,0000";"132";"12";"18";"8";"26";"0";"3";"1";"0";"3,3300";"0"
"5307";"2014-11-19";"0,00";"1000,00";"0";"1";"0";"0";"6";"48,5000";"2";"7,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"5";"3";"6";"0";"0";"0";"0";"0,0000";"1"
"5567";"2012-12-07";"0,00";"217,62";"0";"1";"0";"0";"4";"4,5000";"1";"8,0000";"2";"5,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"3";"3";"4";"0";"0";"0";"0";"0,0000";"1"
"5735";"2011-07-01";"0,00";"245,88";"0";"1";"0";"0";"19";"5,7368";"0";"0,0000";"10";"3,7000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"9";"13";"5";"16";"0";"0";"3";"0";"15,7900";"1"
"5777";"2014-11-06";"405,94";"0,00";"1";"0";"0";"0";"58";"17,8103";"6";"1,3333";"30";"4,4333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1000";"15";"26";"11";"57";"0";"1";"0";"0";"0,0000";"0"
"5792";"2002-06-07";"0,00";"170,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1825";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"5808";"2015-09-24";"0,00";"99,00";"0";"1";"0";"0";"5";"8,8000";"0";"0,0000";"1";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"299";"3";"1";"3";"5";"0";"0";"0";"0";"0,0000";"1"
"5886";"2015-06-23";"0,00";"79,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"5982";"2015-01-16";"937,83";"0,00";"1";"0";"0";"0";"85";"11,8571";"3";"7,6667";"46";"5,8889";"0";"0,0000";"0";"0,0000";"0";"0,0000";"636";"18";"28";"15";"83";"0";"0";"2";"0";"2,3500";"0"
"5999";"2013-01-17";"1392,13";"0,00";"1";"0";"0";"0";"100";"17,8800";"1";"2,0000";"56";"6,2321";"0";"0,0000";"0";"0,0000";"0";"0,0000";"101";"17";"27";"16";"97";"1";"0";"2";"0";"2,0000";"0"
"6036";"2015-10-15";"0,00";"699,16";"0";"1";"0";"2";"105";"16,0095";"13";"10,2308";"48";"4,4167";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"18";"22";"15";"100";"1";"1";"3";"0";"2,8600";"1"
"6046";"2019-06-25";"1226,37";"0,00";"1";"0";"0";"0";"65";"8,9692";"6";"11,3333";"51";"5,5098";"0";"0,0000";"0";"0,0000";"0";"0,0000";"314";"11";"20";"9";"62";"2";"0";"1";"0";"1,5400";"0"
"6353";"2012-01-11";"251,65";"0,00";"1";"0";"0";"7";"179";"7,0960";"12";"4,4167";"138";"2,9779";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"12";"26";"16";"171";"1";"3";"4";"0";"2,2300";"0"
"6355";"2005-06-15";"1352,43";"0,00";"1";"0";"0";"0";"49";"14,2857";"2";"2,5000";"24";"5,5833";"0";"0,0000";"0";"0,0000";"1";"71,0000";"303";"18";"24";"17";"45";"1";"3";"0";"0";"0,0000";"0"
"6661";"2017-04-20";"3984,01";"0,00";"2";"0";"0";"1";"357";"27,0420";"30";"20,8000";"180";"8,6833";"3";"26,6667";"0";"0,0000";"11";"84,0909";"24";"28";"90";"23";"331";"4";"8";"14";"0";"3,9200";"0"
"6893";"2014-07-15";"0,00";"275,18";"0";"1";"0";"0";"2";"11,5000";"1";"23,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"513";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"6922";"2020-07-31";"426,67";"0,00";"1";"0";"0";"1";"88";"6,1932";"2";"0,5000";"57";"0,8947";"0";"0,0000";"0";"0,0000";"1";"0,0000";"84";"12";"26";"13";"86";"0";"0";"2";"0";"2,2700";"0"
"6968";"2024-08-22";"901,81";"0,00";"1";"0";"0";"2";"31";"15,8387";"3";"15,0000";"16";"4,1875";"0";"0,0000";"0";"0,0000";"2";"0,0000";"38";"10";"18";"9";"28";"0";"1";"2";"0";"6,4500";"0"
"7318";"2013-02-27";"135,73";"0,00";"1";"0";"0";"0";"111";"26,0721";"16";"14,0625";"63";"31,2222";"0";"0,0000";"0";"0,0000";"0";"0,0000";"476";"14";"18";"16";"108";"0";"2";"1";"0";"0,9000";"0"
"7448";"2022-02-09";"683,07";"0,00";"1";"0";"0";"0";"44";"61,8864";"1";"6,0000";"30";"4,7000";"0";"0,0000";"1";"83,0000";"0";"0,0000";"118";"15";"18";"11";"39";"2";"1";"1";"1";"2,2700";"0"
"7450";"2016-05-10";"2556,34";"0,00";"1";"0";"0";"1";"162";"18,1296";"31";"15,8387";"68";"7,6324";"0";"0,0000";"0";"0,0000";"0";"0,0000";"34";"25";"34";"21";"159";"3";"0";"0";"0";"0,0000";"0"
"7474";"2011-03-25";"0,00";"407,00";"0";"1";"0";"0";"4";"21,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"4";"2";"4";"0";"0";"0";"0";"0,0000";"1"
"7488";"2021-10-19";"591,96";"0,00";"1";"0";"0";"0";"45";"20,5111";"4";"7,2500";"12";"4,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"231";"11";"18";"8";"44";"0";"1";"0";"0";"0,0000";"0"
