"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"tarefas_90d";"qtd_tarefas_total";"media_dias_exec";"qt_tarefas_sd";"media_dias_exec_tarefa_sd";"qt_tarefas_hd";"media_dias_exec_tarefa_hd";"qt_tarefas_reclamacao";"media_dias_exec_reclamacao";"qt_tarefas_reducao";"media_dias_exec_reducao";"qt_tarefas_bug";"media_dias_exec_bug";"dias_ultima_tarefa";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"churn"
"39051";"2019-11-02";"132,30";"0,00";"1";"0";"0";"0";"10";"30,0000";"1";"12,0000";"4";"0,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1708";"7";"8";"5";"10";"0";"0";"0";"0";"0,0000";"0"
"39072";"2018-03-05";"0,00";"79,00";"0";"1";"0";"0";"1";"27,0000";"0";"0,0000";"1";"27,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"99";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"39082";"2018-03-20";"0,00";"99,00";"0";"1";"0";"0";"23";"10,0870";"1";"6,0000";"9";"5,2222";"0";"0,0000";"0";"0,0000";"0";"0,0000";"175";"7";"5";"7";"23";"0";"0";"0";"0";"0,0000";"1"
"39084";"2018-05-22";"0,00";"99,00";"0";"1";"0";"0";"13";"34,0000";"0";"0,0000";"3";"3,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"2";"6";"13";"0";"0";"0";"0";"0,0000";"1"
"39085";"2018-12-20";"0,00";"237,00";"0";"1";"0";"0";"4";"42,7500";"0";"0,0000";"1";"7,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"4";"4";"4";"0";"0";"0";"0";"0,0000";"1"
"39088";"2018-03-25";"0,00";"258,19";"0";"1";"0";"0";"20";"36,2500";"2";"6,5000";"9";"5,1111";"0";"0,0000";"0";"0,0000";"0";"0,0000";"20";"8";"10";"7";"20";"0";"0";"0";"0";"0,0000";"1"
"39105";"2018-03-06";"571,59";"0,00";"1";"0";"0";"2";"150";"6,6376";"8";"7,7500";"117";"1,9658";"0";"0,0000";"0";"0,0000";"0";"0,0000";"69";"15";"26";"15";"142";"1";"2";"5";"0";"3,3300";"0"
"39108";"2018-03-06";"0,00";"189,99";"0";"1";"0";"0";"18";"5,9444";"0";"0,0000";"16";"6,1875";"0";"0,0000";"0";"0,0000";"0";"0,0000";"7";"9";"10";"4";"17";"1";"0";"0";"0";"0,0000";"1"
"39116";"2018-03-10";"0,00";"95,00";"0";"1";"0";"0";"14";"3,6429";"2";"3,5000";"10";"4,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"4";"4";"5";"6";"14";"0";"0";"0";"0";"0,0000";"1"
"39125";"2018-03-20";"0,00";"237,00";"0";"1";"0";"0";"12";"8,6667";"0";"0,0000";"8";"6,2500";"1";"4,0000";"0";"0,0000";"0";"0,0000";"0";"4";"7";"3";"11";"0";"0";"1";"0";"8,3300";"1"
"39128";"2018-03-16";"0,00";"158,00";"0";"1";"0";"0";"2";"17,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"334";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39134";"2018-03-09";"0,00";"99,00";"0";"1";"0";"0";"3";"18,3333";"0";"0,0000";"3";"18,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"1";"2";"3";"0";"0";"0";"0";"0,0000";"1"
"39136";"2018-04-17";"0,00";"432,98";"0";"1";"0";"0";"13";"31,2308";"0";"0,0000";"9";"9,7778";"0";"0,0000";"0";"0,0000";"0";"0,0000";"425";"8";"9";"5";"13";"0";"0";"0";"0";"0,0000";"1"
"39142";"2018-03-16";"0,00";"426,93";"0";"2";"0";"0";"16";"15,3750";"0";"0,0000";"2";"3,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"12";"12";"16";"0";"0";"0";"0";"0,0000";"1"
"39145";"2018-03-22";"0,00";"650,00";"0";"1";"0";"0";"8";"37,8750";"0";"0,0000";"3";"18,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"3";"4";"8";"0";"0";"0";"0";"0,0000";"1"
"39147";"2018-04-20";"0,00";"316,00";"0";"1";"0";"0";"4";"95,0000";"0";"0,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"199";"3";"4";"2";"4";"0";"0";"0";"0";"0,0000";"1"
"39163";"2018-03-26";"209,19";"0,00";"1";"0";"0";"0";"12";"45,2500";"0";"0,0000";"7";"3,7143";"0";"0,0000";"0";"0,0000";"0";"0,0000";"598";"6";"8";"7";"10";"0";"2";"0";"0";"0,0000";"0"
"39172";"2018-03-25";"0,00";"99,00";"0";"1";"0";"0";"4";"8,5000";"0";"0,0000";"3";"4,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"377";"2";"1";"2";"4";"0";"0";"0";"0";"0,0000";"1"
"39181";"2018-06-22";"371,49";"0,00";"1";"0";"0";"0";"25";"15,3600";"1";"0,0000";"10";"6,2000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"254";"12";"15";"10";"22";"0";"3";"0";"0";"0,0000";"0"
"39187";"2022-10-10";"5598,00";"1064,60";"2";"1";"1";"104";"280";"7,0627";"19";"3,6250";"167";"0,6101";"3";"3,6667";"0";"0,0000";"9";"2,8000";"1";"26";"61";"18";"264";"8";"4";"4";"0";"1,4300";"0"
"39189";"2018-07-02";"0,00";"316,00";"0";"1";"0";"0";"2";"87,0000";"0";"0,0000";"1";"6,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"2";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39192";"2018-03-16";"0,00";"107,85";"0";"1";"0";"0";"8";"7,7500";"2";"11,5000";"5";"7,6000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"64";"5";"5";"4";"8";"0";"0";"0";"0";"0,0000";"1"
"39196";"2018-06-02";"0,00";"897,00";"0";"1";"0";"0";"11";"27,6364";"0";"0,0000";"5";"1,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"54";"7";"5";"6";"11";"0";"0";"0";"0";"0,0000";"1"
"39209";"2018-03-27";"0,00";"99,00";"0";"1";"0";"0";"4";"6,7500";"0";"0,0000";"1";"6,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"204";"4";"4";"3";"4";"0";"0";"0";"0";"0,0000";"1"
"39215";"2018-04-20";"0,00";"99,00";"0";"1";"0";"0";"3";"5,0000";"0";"0,0000";"1";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"233";"2";"1";"3";"3";"0";"0";"0";"0";"0,0000";"1"
"39232";"2018-03-29";"0,00";"99,00";"0";"1";"0";"0";"30";"9,3333";"4";"5,0000";"20";"9,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"293";"4";"4";"7";"30";"0";"0";"0";"0";"0,0000";"1"
"39233";"2021-02-19";"0,00";"285,00";"0";"2";"0";"0";"10";"15,0000";"0";"0,0000";"1";"12,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"8";"5";"9";"0";"1";"0";"0";"0,0000";"1"
"39234";"2018-12-06";"456,00";"0,00";"1";"0";"0";"0";"44";"30,1818";"6";"1,1667";"25";"4,7200";"0";"0,0000";"0";"0,0000";"0";"0,0000";"245";"13";"23";"10";"43";"0";"1";"0";"0";"0,0000";"0"
"39240";"2018-03-25";"0,00";"99,00";"0";"1";"0";"0";"4";"5,7500";"1";"7,0000";"2";"7,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"3";"1";"2";"4";"0";"0";"0";"0";"0,0000";"1"
"39251";"2018-06-15";"2223,44";"0,00";"1";"0";"0";"10";"348";"10,2529";"34";"14,9697";"202";"4,7214";"0";"0,0000";"0";"0,0000";"1";"0,0000";"3";"21";"69";"20";"328";"3";"7";"10";"0";"2,8700";"0"
"39254";"2018-04-03";"820,97";"0,00";"1";"0";"0";"1";"96";"10,6354";"7";"38,1429";"68";"5,2794";"0";"0,0000";"0";"0,0000";"2";"43,5000";"62";"19";"28";"13";"83";"1";"6";"6";"0";"6,2500";"0"
"39279";"2018-03-29";"0,00";"373,01";"0";"1";"0";"0";"26";"18,3846";"1";"28,0000";"15";"7,5333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"86";"8";"9";"9";"26";"0";"0";"0";"0";"0,0000";"1"
"39284";"2018-04-20";"229,97";"0,00";"1";"0";"0";"3";"42";"7,0714";"1";"0,0000";"31";"7,5806";"0";"0,0000";"0";"0,0000";"2";"0,5000";"35";"11";"20";"9";"40";"0";"2";"0";"0";"0,0000";"0"
"39293";"2018-05-07";"0,00";"153,73";"0";"1";"0";"0";"6";"3,6667";"1";"0,0000";"4";"3,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"346";"4";"4";"4";"6";"0";"0";"0";"0";"0,0000";"1"
"39297";"2021-05-07";"0,00";"1031,86";"0";"1";"0";"0";"105";"29,9519";"5";"2,2000";"54";"41,8519";"0";"0,0000";"0";"0,0000";"2";"8,0000";"5";"14";"28";"11";"85";"2";"10";"8";"0";"7,6200";"1"
"39305";"2018-05-10";"0,00";"158,00";"0";"1";"0";"0";"4";"195,2500";"0";"0,0000";"1";"4,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"297";"4";"2";"4";"4";"0";"0";"0";"0";"0,0000";"1"
"39314";"2018-04-05";"0,00";"79,00";"0";"1";"0";"0";"2";"2,5000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"250";"2";"2";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39316";"2018-04-25";"0,00";"553,00";"0";"1";"0";"0";"44";"24,7727";"5";"35,0000";"22";"9,5455";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"18";"8";"44";"0";"0";"0";"0";"0,0000";"1"
"39323";"2018-04-18";"0,00";"693,95";"0";"1";"0";"0";"43";"14,6279";"2";"8,5000";"28";"11,0714";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"16";"11";"43";"0";"0";"0";"0";"0,0000";"1"
"39324";"2018-04-20";"0,00";"158,00";"0";"1";"0";"0";"13";"14,0000";"0";"0,0000";"6";"8,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"1";"4";"13";"0";"0";"0";"0";"0,0000";"1"
"39335";"2018-04-10";"0,00";"69,00";"0";"1";"0";"0";"7";"10,2857";"1";"2,0000";"4";"11,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"350";"5";"6";"5";"7";"0";"0";"0";"0";"0,0000";"1"
"39336";"2020-10-01";"0,00";"880,00";"0";"2";"0";"0";"8";"51,1250";"0";"0,0000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"8";"3";"7";"0";"0";"1";"0";"12,5000";"1"
"39345";"2018-04-09";"1729,11";"390,00";"1";"1";"1";"0";"94";"12,2979";"6";"0,5000";"72";"4,4306";"0";"0,0000";"0";"0,0000";"0";"0,0000";"213";"11";"21";"9";"90";"1";"2";"1";"0";"1,0600";"0"
"39355";"2018-04-11";"72,04";"0,00";"1";"0";"0";"0";"28";"15,0000";"3";"17,3333";"17";"6,1765";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1382";"9";"15";"8";"26";"0";"1";"1";"0";"3,5700";"0"
"39364";"2019-07-30";"890,32";"0,00";"1";"0";"0";"3";"39";"10,7949";"2";"4,5000";"16";"2,9375";"0";"0,0000";"0";"0,0000";"0";"0,0000";"6";"14";"22";"15";"32";"1";"5";"1";"0";"2,5600";"0"
"39365";"2018-04-18";"0,00";"103,00";"0";"2";"0";"0";"4";"12,5000";"0";"0,0000";"3";"15,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"52";"4";"3";"3";"4";"0";"0";"0";"0";"0,0000";"1"
"39380";"2018-04-11";"1072,50";"0,00";"1";"0";"0";"0";"39";"15,7692";"0";"0,0000";"21";"1,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"212";"11";"19";"10";"37";"0";"1";"1";"0";"2,5600";"0"
"39384";"2018-04-24";"0,00";"221,52";"0";"1";"0";"0";"150";"8,1467";"8";"4,8750";"114";"5,0702";"0";"0,0000";"0";"0,0000";"0";"0,0000";"315";"13";"20";"15";"147";"1";"0";"2";"0";"1,3300";"1"
"39385";"2018-07-05";"0,00";"115,98";"0";"1";"0";"0";"6";"7,6667";"0";"0,0000";"4";"5,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1776";"3";"5";"3";"6";"0";"0";"0";"0";"0,0000";"1"
"39388";"2018-04-20";"0,00";"523,00";"0";"1";"0";"0";"25";"28,8400";"0";"0,0000";"14";"19,5714";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"8";"7";"7";"25";"0";"0";"0";"0";"0,0000";"1"
"39390";"2018-04-12";"0,00";"0,00";"0";"1";"0";"0";"12";"48,0000";"2";"20,0000";"4";"17,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"7";"5";"12";"0";"0";"0";"0";"0,0000";"1"
"39400";"2018-04-25";"0,00";"158,00";"0";"1";"0";"0";"6";"15,5000";"0";"0,0000";"3";"5,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"110";"5";"1";"4";"6";"0";"0";"0";"0";"0,0000";"1"
"39404";"2018-04-18";"1217,79";"0,00";"1";"0";"0";"3";"41";"37,7000";"0";"0,0000";"27";"4,2593";"0";"0,0000";"1";"4,0000";"1";"0,0000";"66";"12";"22";"11";"38";"0";"2";"1";"0";"2,4400";"0"
"39415";"2018-04-18";"0,00";"575,87";"0";"2";"0";"0";"18";"9,6667";"1";"6,0000";"9";"11,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"74";"6";"5";"5";"18";"0";"0";"0";"0";"0,0000";"1"
"39419";"2018-06-08";"672,00";"140,00";"1";"2";"1";"4";"25";"4,7619";"0";"0,0000";"10";"2,3000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"17";"12";"12";"9";"25";"0";"0";"0";"0";"0,0000";"0"
"39425";"2019-05-14";"0,00";"316,00";"0";"1";"0";"0";"6";"32,6667";"1";"4,0000";"4";"5,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"281";"3";"4";"3";"6";"0";"0";"0";"0";"0,0000";"1"
"39428";"2018-05-07";"0,00";"99,00";"0";"1";"0";"0";"4";"3,2500";"0";"0,0000";"2";"3,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"27";"3";"1";"3";"4";"0";"0";"0";"0";"0,0000";"1"
"39443";"2018-10-26";"0,00";"463,04";"0";"1";"0";"2";"66";"21,8788";"1";"0,0000";"40";"3,4500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"12";"25";"13";"62";"1";"1";"2";"0";"3,0300";"1"
"39447";"2018-05-18";"0,00";"158,00";"0";"1";"0";"0";"17";"11,6471";"1";"0,0000";"11";"8,2727";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"9";"7";"17";"0";"0";"0";"0";"0,0000";"1"
"39449";"2018-06-15";"0,00";"132,00";"0";"1";"0";"0";"11";"18,0909";"0";"0,0000";"7";"13,1429";"0";"0,0000";"0";"0,0000";"0";"0,0000";"106";"7";"7";"5";"11";"0";"0";"0";"0";"0,0000";"1"
"39456";"2018-05-15";"0,00";"416,73";"0";"2";"0";"0";"19";"33,7368";"0";"0,0000";"13";"21,6923";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"7";"3";"19";"0";"0";"0";"0";"0,0000";"1"
"39466";"2018-07-12";"0,00";"373,92";"0";"2";"0";"0";"16";"9,3750";"0";"0,0000";"8";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"189";"8";"11";"8";"15";"0";"1";"0";"0";"0,0000";"1"
"39476";"2018-04-26";"0,00";"99,00";"0";"1";"0";"0";"3";"5,3333";"0";"0,0000";"3";"5,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"238";"3";"1";"1";"3";"0";"0";"0";"0";"0,0000";"1"
"39479";"2018-11-15";"0,00";"511,26";"0";"1";"0";"0";"10";"56,6000";"0";"0,0000";"5";"13,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"274";"6";"7";"3";"10";"0";"0";"0";"0";"0,0000";"1"
"39483";"2018-05-07";"0,00";"207,78";"0";"1";"0";"0";"14";"7,5714";"0";"0,0000";"7";"11,5714";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"8";"5";"13";"0";"0";"1";"0";"7,1400";"1"
"39486";"2018-05-24";"0,00";"99,00";"0";"1";"0";"0";"2";"6,5000";"0";"0,0000";"1";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"2";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39494";"2018-08-24";"668,49";"0,00";"1";"0";"0";"10";"36";"21,9714";"2";"9,5000";"20";"2,7500";"0";"0,0000";"0";"0,0000";"2";"2,0000";"7";"14";"24";"10";"36";"0";"0";"0";"0";"0,0000";"0"
"39499";"2018-05-30";"0,00";"183,84";"0";"2";"0";"0";"15";"9,8667";"1";"25,0000";"8";"2,6250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"20";"6";"9";"6";"15";"0";"0";"0";"0";"0,0000";"1"
"39501";"2018-05-28";"519,87";"0,00";"1";"0";"0";"0";"39";"37,8205";"2";"4,0000";"18";"11,2778";"0";"0,0000";"0";"0,0000";"0";"0,0000";"367";"11";"18";"7";"37";"0";"1";"1";"0";"2,5600";"0"
"39526";"2018-05-15";"0,00";"79,00";"0";"1";"0";"0";"19";"8,4211";"1";"1,0000";"7";"9,4286";"0";"0,0000";"0";"0,0000";"0";"0,0000";"43";"9";"5";"7";"19";"0";"0";"0";"0";"0,0000";"1"
"39539";"2018-07-25";"0,00";"24,00";"0";"1";"0";"0";"25";"8,5200";"3";"9,3333";"16";"7,9375";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"5";"8";"25";"0";"0";"0";"0";"0,0000";"1"
"39541";"2018-06-05";"0,00";"79,00";"0";"1";"0";"0";"3";"14,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"1";"2";"3";"0";"0";"0";"0";"0,0000";"1"
"39552";"2018-05-25";"0,00";"237,00";"0";"1";"0";"0";"7";"167,0000";"0";"0,0000";"4";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"23";"5";"6";"4";"7";"0";"0";"0";"0";"0,0000";"1"
"39559";"2018-07-09";"0,00";"165,36";"0";"1";"0";"0";"13";"5,7692";"6";"7,0000";"5";"4,8000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"357";"2";"5";"5";"13";"0";"0";"0";"0";"0,0000";"1"
"39576";"2018-05-18";"0,00";"79,00";"0";"1";"0";"0";"2";"8,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"179";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39577";"2018-07-02";"0,00";"103,61";"0";"1";"0";"0";"2";"168,0000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"508";"2";"2";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39599";"2018-07-05";"0,00";"165,36";"0";"1";"0";"0";"13";"24,6154";"0";"0,0000";"5";"3,6000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"125";"6";"3";"4";"13";"0";"0";"0";"0";"0,0000";"1"
"39608";"2018-11-15";"343,27";"0,00";"1";"0";"0";"0";"13";"78,3846";"1";"13,0000";"7";"0,2857";"0";"0,0000";"0";"0,0000";"0";"0,0000";"286";"7";"9";"7";"12";"1";"0";"0";"0";"0,0000";"0"
"39611";"2018-05-23";"700,76";"0,00";"1";"0";"0";"0";"29";"28,3448";"0";"0,0000";"13";"9,0769";"0";"0,0000";"0";"0,0000";"0";"0,0000";"498";"11";"16";"8";"28";"0";"0";"1";"0";"3,4500";"0"
"39615";"2018-08-05";"0,00";"81,65";"0";"1";"0";"0";"5";"45,4000";"0";"0,0000";"3";"75,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"162";"5";"5";"3";"5";"0";"0";"0";"0";"0,0000";"1"
"39623";"2018-05-23";"0,00";"151,00";"0";"2";"0";"0";"2";"69,0000";"0";"0,0000";"1";"21,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"39626";"2018-08-15";"0,00";"910,00";"0";"2";"0";"0";"7";"4,5714";"0";"0,0000";"4";"4,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"50";"5";"6";"3";"7";"0";"0";"0";"0";"0,0000";"1"
"39628";"2020-10-04";"0,00";"86,00";"0";"1";"0";"0";"9";"11,0000";"0";"0,0000";"3";"25,0000";"1";"4,0000";"0";"0,0000";"0";"0,0000";"132";"7";"8";"2";"6";"0";"0";"3";"0";"33,3300";"1"
"39663";"2018-05-28";"281,43";"0,00";"1";"0";"0";"1";"84";"3,0723";"2";"16,0000";"54";"1,3148";"2";"0,0000";"0";"0,0000";"1";"16,0000";"77";"15";"29";"14";"78";"1";"1";"4";"0";"4,7600";"0"
"39666";"2018-06-15";"2169,37";"0,00";"1";"0";"0";"0";"117";"17,0431";"3";"6,0000";"70";"3,4348";"0";"0,0000";"0";"0,0000";"1";"2,0000";"106";"21";"41";"15";"107";"1";"5";"4";"0";"3,4200";"0"
"39710";"2018-08-20";"3097,32";"0,00";"1";"0";"0";"9";"468";"5,2398";"44";"2,7442";"325";"1,8677";"1";"3,0000";"0";"0,0000";"7";"15,0000";"44";"25";"68";"21";"436";"4";"16";"11";"1";"2,3500";"0"
"39737";"2018-07-09";"0,00";"398,00";"0";"3";"0";"0";"22";"28,5000";"1";"17,0000";"9";"2,5556";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"10";"15";"9";"22";"0";"0";"0";"0";"0,0000";"1"
"39738";"2018-06-08";"0,00";"270,51";"0";"1";"0";"0";"12";"20,2500";"1";"14,0000";"3";"15,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"314";"4";"3";"7";"12";"0";"0";"0";"0";"0,0000";"1"
"39742";"2020-07-07";"0,00";"180,00";"0";"1";"0";"0";"12";"23,8333";"0";"0,0000";"0";"0,0000";"1";"16,0000";"0";"0,0000";"0";"0,0000";"0";"9";"10";"7";"8";"0";"2";"2";"0";"16,6700";"1"
"39747";"2018-06-21";"0,00";"123,00";"0";"2";"0";"0";"1";"21,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"36";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"39755";"2019-05-02";"902,83";"286,60";"1";"1";"1";"3";"176";"38,4886";"8";"10,5000";"88";"14,4659";"0";"0,0000";"0";"0,0000";"4";"14,7500";"8";"22";"67";"14";"171";"0";"4";"1";"0";"0,5700";"0"
"39779";"2019-07-02";"1065,85";"0,00";"1";"0";"0";"8";"78";"9,6923";"0";"0,0000";"7";"0,0000";"0";"0,0000";"1";"2,0000";"1";"4,0000";"17";"11";"23";"9";"76";"0";"2";"0";"0";"0,0000";"0"
"39783";"2018-06-21";"2519,00";"0,00";"1";"0";"0";"7";"63";"58,4754";"5";"8,0000";"27";"13,5926";"0";"0,0000";"0";"0,0000";"0";"0,0000";"50";"16";"33";"19";"61";"0";"0";"2";"0";"3,1700";"0"
"39787";"2018-07-05";"0,00";"105,96";"0";"1";"0";"0";"6";"5,3333";"0";"0,0000";"3";"4,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1682";"3";"3";"4";"6";"0";"0";"0";"0";"0,0000";"1"
"39804";"2018-06-28";"0,00";"165,81";"0";"1";"0";"0";"23";"53,3478";"2";"4,0000";"18";"7,3889";"0";"0,0000";"0";"0,0000";"0";"0,0000";"20";"5";"7";"5";"23";"0";"0";"0";"0";"0,0000";"1"
"39805";"2018-06-14";"2840,82";"0,00";"1";"0";"0";"0";"35";"15,4286";"1";"0,0000";"8";"2,6250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"101";"15";"22";"12";"35";"0";"0";"0";"0";"0,0000";"0"
"39825";"2025-05-09";"5168,61";"0,00";"1";"0";"0";"18";"60";"14,9138";"1";"139,0000";"24";"0,1250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"10";"13";"24";"8";"58";"1";"0";"1";"0";"1,6700";"0"
"39836";"2018-06-22";"4131,60";"0,00";"1";"0";"0";"13";"508";"18,2897";"15";"14,0000";"283";"9,3652";"2";"20,5000";"0";"0,0000";"54";"25,9623";"10";"29";"107";"16";"445";"12";"26";"25";"0";"4,9200";"0"
"39839";"2018-06-21";"0,00";"103,00";"0";"2";"0";"0";"4";"80,7500";"0";"0,0000";"2";"4,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"2";"3";"4";"0";"0";"0";"0";"0,0000";"1"
"39869";"2018-07-24";"0,00";"127,75";"0";"1";"0";"0";"9";"126,6667";"0";"0,0000";"4";"11,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"511";"6";"7";"4";"8";"0";"0";"1";"0";"11,1100";"1"
"39882";"2018-07-04";"187,69";"0,00";"1";"0";"0";"0";"32";"2,2500";"0";"0,0000";"17";"0,6471";"0";"0,0000";"0";"0,0000";"0";"0,0000";"440";"7";"13";"6";"32";"0";"0";"0";"0";"0,0000";"0"
"39904";"2018-07-12";"0,00";"1089,32";"0";"1";"0";"2";"128";"10,7244";"6";"2,5000";"94";"2,2258";"0";"0,0000";"0";"0,0000";"1";"42,0000";"36";"14";"29";"17";"124";"1";"1";"2";"0";"1,5600";"1"
"39918";"2018-09-15";"0,00";"1236,18";"0";"1";"0";"0";"55";"16,6545";"6";"17,5000";"40";"8,2250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"89";"10";"18";"9";"55";"0";"0";"0";"0";"0,0000";"1"
"39920";"2018-07-15";"1825,80";"0,00";"1";"0";"0";"8";"168";"21,8916";"13";"17,5385";"86";"2,5814";"0";"0,0000";"2";"1,5000";"2";"29,5000";"44";"24";"56";"19";"158";"1";"3";"6";"0";"3,5700";"0"
"39921";"2018-07-23";"0,00";"568,08";"0";"2";"0";"0";"18";"24,1667";"0";"0,0000";"10";"5,3000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"12";"5";"18";"0";"0";"0";"0";"0,0000";"1"
"39924";"2018-07-16";"0,00";"257,55";"0";"1";"0";"0";"40";"33,8500";"2";"15,0000";"33";"6,7576";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2";"10";"17";"5";"36";"0";"0";"4";"0";"10,0000";"1"
"39931";"2018-07-25";"217,99";"0,00";"1";"0";"0";"0";"26";"11,0769";"1";"31,0000";"16";"4,5625";"0";"0,0000";"0";"0,0000";"0";"0,0000";"234";"9";"14";"9";"25";"0";"0";"1";"0";"3,8500";"0"
"39949";"2018-09-28";"0,00";"8,00";"0";"1";"0";"0";"3";"7,0000";"0";"0,0000";"2";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"137";"2";"1";"2";"3";"0";"0";"0";"0";"0,0000";"1"
